rowID,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
155,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4.00,Home Alone,Pop,Friends,None,Pizza
156,3,4-8,"Week day lunch,Weekend lunch,At a party,Late night snack",$4-5,Home Alone,Soda,Friends,A little (mild),Pizza
157,2,6,"Week day lunch,Late night snack",15 dollars,James Bond 007,Coke,Friends,A little (mild),Pizza
158,1,3,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,Sam Raimi's Spider Man,Chocolate Milk,Friends,A lot (hot),Pizza
159,4,I would expect four to ten.,"Week day lunch,Weekend lunch,At a party","For a single slice, I would pay $5. ",Cloudy with a Chance of Meatballs,Pepsi (or any soda),Friends,A moderate amount (medium),Pizza
160,3,"7: flour, salt, yeast, water, oil, sauce, cheese","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","$15 (one whole pizza)

 ",the goofy movie,pop,"Parents,Siblings,Friends",None,Pizza
161,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,Teenage Mutant Ninja Turtles,Soda,"Friends,Strangers",None,Pizza
162,3,6,"Week day lunch,Weekend lunch,At a party",$10,Teenage Mutant Ninja Turtles,Ginger ale,"Siblings,Friends",None,Pizza
163,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",18,Cloudy With a Chance of Meatballs,Canada Dry Ginger Ale,Friends,None,Pizza
164,2,5,"Week day lunch,At a party",6,A Quiet Place 2,coke,Friends,A moderate amount (medium),Pizza
165,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$4,Home alone,Milk,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
166,1,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.29,Carry-On,Sprite,"Parents,Siblings,Friends,Teachers",None,Pizza
167,3,6,"Week day dinner,At a party",8$,spiderman,diet coke,"Parents,Friends",A moderate amount (medium),Pizza
168,2,5,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Teenage Mutant Ninja Turtles,coke,"Parents,Friends",None,Pizza
169,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,Home Alone,Coke,"Parents,Siblings,Friends",None,Pizza
170,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,Set it up,coke,"Friends,Strangers",A moderate amount (medium),Pizza
171,3,5,"Week day dinner,Weekend dinner",15,Green Book,coke,Friends,None,Pizza
172,3,"5 ingredients,  bread, cheese, sauce, meat, veggies","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4 - $8,Teenage Mutant Ninja Turtles,"Pop, Coca-Cola, 7up, crush","Friends,Teachers,Strangers",A moderate amount (medium),Pizza
173,2,about 7,"Week day lunch,At a party,Late night snack",12 cad,Garfield,Coke,Friends,A little (mild),Pizza
174,3,3,"Week day lunch,Week day dinner,Weekend lunch,At a party",15.99-29.99,Cars,Iced tea,"Parents,Teachers",None,Pizza
175,3,5,"Week day lunch,At a party,Late night snack",4,Teenage Mutant Ninja Turtles,coke,"Friends,Strangers",A moderate amount (medium),Pizza
176,2,3 to 4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15,"relaxing, comedy",cola,Friends,I will have some of this food item with my hot sauce,Pizza
177,2,5,"Week day lunch,Weekend lunch,At a party",$5.00,Home Alone 2,Coke,"Siblings,Friends",A moderate amount (medium),Pizza
178,2,"7 (flour, water, oil, yeast, sauce, cheese, topping)","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6.50,teenage mutant ninja turtles,soda,"Siblings,Friends",None,Pizza
179,2,"5 (pizza base, sauce, cheese, topping, and oregano)","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","for a large pizza, $25.",Home alone,Diet coke,"Siblings,Friends",A moderate amount (medium),Pizza
180,2,5,"Week day dinner,Weekend lunch,At a party,Late night snack",5 dollars,Spiderman,Milk,Friends,None,Pizza
181,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6,Ratatouille,Orange juice,"Parents,Siblings,Friends,Teachers",None,Pizza
182,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,The Godfather,Pop,Friends,None,Pizza
183,2,5,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",6$,High School Musical ,Rootbeer,"Siblings,Friends,Teachers",None,Pizza
184,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4,Zootopia,Lemonade,"Friends,Teachers",A little (mild),Pizza
185,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,None,pops,Friends,A lot (hot),Pizza
186,1,3,"Week day lunch,At a party,Late night snack",7 dollars,Home Alone,Coke,"Friends,Strangers",None,Pizza
187,4,Four to five. Also depends on the different types of pizza.,"Week day dinner,Weekend dinner,At a party,Late night snack",$15,"Honestly any movie, pizza is a movie food.",Some sort of soft drink.,"Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
188,3,4 or more,"Week day lunch,Late night snack",15 dollar,no,water or  lemon water,Strangers,A little (mild),Pizza
189,3,"This food item should contain anywhere from 5-10 ingredients depending on the amount of topping you want. The key ingredients should be salt, pepper, cheese, tomato sauce, and dough (5 ingredients). ","Week day lunch,Weekend lunch,At a party,Late night snack",Around $5 per serving,Teenage Mutant Ninja Turtles,Soft drinks such as Coca-Cola,Friends,None,Pizza
190,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack", 4-6 dollars,Mario Movie,Soda Pop,"Friends,Strangers",A moderate amount (medium),Pizza
191,3,4,"Week day lunch,Weekend lunch,At a party,Late night snack",12,ratatouille,Soda,Friends,None,Pizza
192,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,30 minutes or less,pop,"Parents,Siblings,Friends,Teachers",None,Pizza
193,3,"Dough (water, flour, yeast), cheese, tomato sauce","Week day dinner,Weekend lunch,Weekend dinner,At a party",4$ for a slice,Home alone,soda,"Siblings,Friends",A little (mild),Pizza
194,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,Home alone,coke,"Parents,Siblings",None,Pizza
195,3,5,"Weekend dinner,At a party,Late night snack",$5,21 Jump Street,Coca Cola,"Friends,Teachers",A little (mild),Pizza
196,2,7,"Week day lunch,Week day dinner,Weekend dinner,At a party",$10,Free Guy,Coca-Cola,Friends,A little (mild),Pizza
197,2,3 or more depending on what toppings you want,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","A slice would probably be like $5, a whole pizza maybe $15?",Spider-man? Just cause it takes place in New York...,Any type of soda,"Parents,Friends",None,Pizza
198,3,"3

sansauge, 

corn, 

sauce, 

 ","Week day lunch,Week day dinner,At a party,Late night snack",15 per person,harry poter,bubble tea,"Friends,Strangers",A moderate amount (medium),Pizza
199,2,3-8,"Week day lunch,Week day dinner,At a party,Late night snack",$7,Home Alone,Soft drink,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
200,4,4,"Week day lunch,At a party,Late night snack",Around 15 dollar without tax,"none, stranger things is the tv series I can think of.",cococola,"Teachers,Strangers",I will have some of this food item with my hot sauce,Pizza
201,5,"21 ingredients

 ","Week day lunch,Late night snack",within 10 dollars,Godfather,Nestea,"Friends,Teachers",None,Pizza
202,4,10,"Week day lunch,Weekend dinner,At a party",7,Soul,coke,"Parents,Siblings,Friends,Teachers",None,Pizza
203,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,The Godfather,Water,"Friends,Teachers",A lot (hot),Pizza
204,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30,Idk,Soda,"Friends,Teachers",None,Pizza
205,3,4,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",7,Five Nights at Freddy’s,Ginger Ale,"Friends,Teachers",None,Pizza
206,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16,Life is Beautiful,Orange Juice,"Friends,Strangers",None,Pizza
207,3,"I would expect this food item to contain at least 5 ingredients, but it can be more based on toppings you add.","Weekend lunch,At a party",I would expect to pay around $5 dollars for one serving of this food item.,I think of the movie Cloudy with a Chance of Meatballs.,I would pair pop with this food item.,"Parents,Teachers",None,Pizza
208,3,7,"Weekend dinner,At a party",$5,Cloudy with a chance of meatballs,Soda,"Parents,Friends,Teachers",None,Pizza
209,4,"flour, yeast, olive oil, salt, mozzarella cheese, and tomato sauce. So total of 8","Weekend dinner,At a party,Late night snack",8,The wicked,Coke-Cola,Friends,A moderate amount (medium),Pizza
210,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.50,Home Alone,Coca Cola,Friends,None,Pizza
211,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Five Nights at Freddy's,Coca Cola,"Parents,Siblings,Teachers",None,Pizza
212,4,At least 6,"Week day lunch,Weekend lunch,At a party,Late night snack",8.00 CAD,Ratatouille,Soda,Friends,None,Pizza
213,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,Harold & Kumar Go to White Castle,ice tea,"Parents,Friends",None,Pizza
214,2,15,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",$20,Teenage Mutant Ninja Turtles,Coke,"Parents,Friends",A moderate amount (medium),Pizza
215,3,5,"Week day lunch,Weekend lunch,At a party",5$,home alone,soda,"Parents,Siblings,Friends",None,Pizza
216,1,8 ingredients,"Week day lunch,At a party",3 dollar per slice,Spider Man,Coke,"Friends,Teachers",A little (mild),Pizza
217,2,11,"Week day lunch,At a party,Late night snack",7,Home alone ,Coke,"Parents,Siblings,Teachers",None,Pizza
218,4,7,"Weekend lunch,Weekend dinner,At a party",$10,Lord of the Rings,Soda,"Siblings,Friends",None,Pizza
219,3,"Around 6-8, not including spices/seasoning","Week day lunch,Weekend dinner,At a party,Late night snack",5-10$ for two slices,"Something fun, like Superbad",A soda such as Coca-Cola,"Friends,Teachers",A little (mild),Pizza
220,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,Home Alone,Coke,"Siblings,Friends,Teachers",None,Pizza
221,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,Home Alone,Coke,"Siblings,Friends,Strangers",A little (mild),Pizza
222,2,4,At a party,6,None,cola,Strangers,None,Pizza
223,3,4,"Week day dinner,Weekend dinner,At a party,Late night snack",$5,The Hangover,Coke,Friends,A little (mild),Pizza
224,2,4-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",about $20,Breaking Bad (not a movie),coke or diet coke,Friends,A little (mild),Pizza
225,3,6,"Week day lunch,Week day dinner,At a party",15,Little Italy,Cola,Parents,A little (mild),Pizza
226,4,6,"Week day lunch,Weekend dinner,At a party,Late night snack",$3,Toy Story,Coca Cola,"Friends,Teachers",None,Pizza
227,2,4,"Week day lunch,Weekend lunch,At a party",5$,The Mario Movie,Coca Cola,"Siblings,Friends",A moderate amount (medium),Pizza
228,2,5,"Week day lunch,At a party,Late night snack",5 bucks,Home Alone,Root Beer,Friends,A little (mild),Pizza
229,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5,Little Italy,Coke,"Friends,Teachers,Strangers",None,Pizza
230,3,7,"Week day lunch,Weekend lunch,At a party",3 dollars,everything everywhere all at once,pineapple juice ,"Friends,Teachers,Strangers",None,Pizza
231,3,"7 - Flour, Water, Yeast, Olive Oil, Tomato Sauce, Cheese, Basil","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2 for a slice,Barbie,Sprite,"Parents,Friends",A little (mild),Pizza
232,2,3-4,"Week day lunch,At a party,Late night snack",5 dollars,hitman,Soda,"Friends,Strangers",A little (mild),Pizza
233,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Teenage Mutant Ninja Turtles,coke,"Friends,Teachers",None,Pizza
234,4,10,"Week day lunch,Week day dinner,At a party",8-Feb,Spiderman,coke,Friends,None,Pizza
235,2,10,"Week day lunch,Weekend lunch,At a party,Late night snack",$5,Breaking Bad,Soda ,"Parents,Siblings,Friends,Teachers,Strangers",None,Pizza
236,2,6,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$3,Mystic Pizza,Diet Coke,"Siblings,Friends",None,Pizza
237,3,3 to 4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5,Home Alone,Coca Cola,"Siblings,Friends,Teachers",None,Pizza
238,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3,Back to the Future,Sprite,"Siblings,Friends,Strangers",None,Pizza
239,3,4,"Week day lunch,Week day dinner,Weekend dinner,At a party",6,None,coke,Friends,A moderate amount (medium),Pizza
240,3,10,"Week day lunch,Week day dinner,At a party,Late night snack",5,Liquorice Pizza,Water,"Siblings,Friends,Teachers",A little (mild),Pizza
241,4,8,"Week day lunch,Week day dinner,At a party,Late night snack",9,The Avengers,Hot water ,Teachers,A lot (hot),Shawarma
242,2,"Chicken, vege","Week day lunch,Week day dinner,Late night snack",8-12$,"None...

Ok tbf i think of my life at uoft, if life is a movie",lemon tea,"Friends,Strangers",None,Shawarma
243,1,3,"Week day lunch,Weekend lunch",8,action movie,water,Siblings,A little (mild),Shawarma
244,3,10,"Week day lunch,Week day dinner,Late night snack",$10,The Dictator,Juice,Friends,A moderate amount (medium),Shawarma
245,4,5-10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$8,Superbad,Ayran,"Parents,Siblings",A moderate amount (medium),Shawarma
246,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10,None,Water,Friends,A little (mild),Shawarma
247,3,about three ,Weekend lunch,10 dollor,dragon,coke,Friends,A moderate amount (medium),Shawarma
248,3,4,Week day lunch,15 dollar,Nothing,Coke,Strangers,A moderate amount (medium),Shawarma
249,4,5,"Week day lunch,Weekend lunch",7-10 dollars,avengers,None,Strangers,None,Shawarma
250,2,13,"Week day lunch,Weekend lunch",13,anjaana anjaani,water,"Friends,Teachers",A lot (hot),Shawarma
251,2,10,"Week day lunch,Weekend lunch,Late night snack",10,none,juice,Strangers,None,Shawarma
252,3,10,"Week day lunch,Week day dinner",11 Canadian Dollars,The Avengers,Water,"Friends,Strangers",A little (mild),Shawarma
253,4,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$13,Hawkeye,orange juice,"Siblings,Friends",A little (mild),Shawarma
254,2,"At least 3, such as pita, meat, vegetables.","Week day lunch,Weekend lunch,Late night snack",About 20-30 CAD,Argo,Coke,"Friends,Strangers",A moderate amount (medium),Shawarma
255,3,5,"Week day lunch,Week day dinner,Weekend lunch",$10,Transformers,Beer,"Siblings,Friends,Strangers",A lot (hot),Shawarma
256,5,"6: Wrap, meat, lettuce, tomatoes, sauces, cheese","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$12,Aladdin,Pop like Coke,Friends,None,Shawarma
257,1,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,The Invisible Guest,Water,Friends,A little (mild),Shawarma
258,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,Squid game,water,"Siblings,Friends",A moderate amount (medium),Shawarma
259,3,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","$12 - $15

inflation 😩",The Avengers,Ginger ale,"Siblings,Friends",A little (mild),Shawarma
260,2,4,"Week day lunch,At a party",5 dollar,Titanic,Juice,"Siblings,Friends",None,Shawarma
261,3,5-8 (6 in general),"Week day lunch,Week day dinner,Weekend lunch",8,Avengers 1,Ayran ,"Parents,Friends",A moderate amount (medium),Shawarma
262,5,8,"Week day lunch,Weekend lunch",$9.00,The Avengers,Root beer,"Siblings,Friends",None,Shawarma
263,4,5,Week day lunch,$10,1001 Nights,Water,Strangers,A little (mild),Shawarma
264,3,8,"Week day lunch,Late night snack",14,The Avengers,Soda,Friends,A lot (hot),Shawarma
265,2,"Flatbreads, spice, chicken, beef, sauce, oil, lettuce","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",I guess around $9,The Avengers,Soft drinks,Friends,A moderate amount (medium),Shawarma
